,healthgrades,vitals,ratemds,yelp,zocdoc
2009-07-01,,5794.0,2165,420.0,32.0
2009-08-01,,6583.0,1915,384.0,34.0
2009-09-01,,7608.0,1671,396.0,35.0
2009-10-01,,9261.0,1524,421.0,32.0
2009-11-01,,7926.0,1522,402.0,43.0
2009-12-01,,6810.0,1440,366.0,32.0
2010-01-01,,8199.0,1948,452.0,58.0
2010-02-01,,7050.0,1460,439.0,40.0
2010-03-01,,10143.0,1416,481.0,67.0
2010-04-01,,10031.0,1497,470.0,84.0
2010-05-01,,10248.0,1393,444.0,92.0
2010-06-01,,11208.0,1474,487.0,107.0
2010-07-01,,11388.0,1543,533.0,110.0
2010-08-01,,11985.0,1648,590.0,175.0
2010-09-01,,11851.0,1534,481.0,185.0
2010-10-01,,11840.0,1534,506.0,239.0
2010-11-01,,11353.0,1599,513.0,210.0
2010-12-01,,11270.0,1595,501.0,260.0
2011-01-01,,14871.0,1976,719.0,363.0
2011-02-01,,13275.0,1693,668.0,339.0
2011-03-01,,14633.0,2297,726.0,358.0
2011-04-01,,14596.0,2110,685.0,424.0
2011-05-01,,14424.0,2067,773.0,545.0
2011-06-01,,14981.0,1984,753.0,552.0
2011-07-01,,13585.0,2178,763.0,629.0
2011-08-01,,15116.0,2401,878.0,747.0
2011-09-01,,14935.0,2183,746.0,664.0
2011-10-01,,14186.0,2117,770.0,818.0
2011-11-01,,12243.0,2147,767.0,777.0
2011-12-01,,11284.0,2041,730.0,812.0
2012-01-01,,14044.0,2208,886.0,1312.0
2012-02-01,,13759.0,1639,837.0,1447.0
2012-03-01,,14996.0,1665,991.0,1332.0
2012-04-01,,14338.0,1413,809.0,1113.0
2012-05-01,,14840.0,1363,852.0,1243.0
2012-06-01,,14906.0,1405,854.0,1362.0
2012-07-01,,16888.0,1539,922.0,1343.0
2012-08-01,,16833.0,1447,958.0,1406.0
2012-09-01,,13831.0,1237,880.0,1057.0
2012-10-01,,13449.0,1611,934.0,1111.0
2012-11-01,,11351.0,1418,833.0,1149.0
2012-12-01,,1310.0,1402,811.0,999.0
2013-01-01,,7225.0,2017,1127.0,1543.0
2013-02-01,,12591.0,1753,1021.0,1343.0
2013-03-01,,14013.0,1838,1061.0,1400.0
2013-04-01,,13950.0,1950,1093.0,1594.0
2013-05-01,,13822.0,1829,1132.0,1574.0
2013-06-01,,12666.0,1755,1049.0,1658.0
2013-07-01,,13201.0,1863,1188.0,1873.0
2013-08-01,,13532.0,2007,1232.0,1786.0
2013-09-01,,12425.0,1814,1223.0,1836.0
2013-10-01,,11781.0,1944,1312.0,1969.0
2013-11-01,,9839.0,1707,1151.0,1763.0
2013-12-01,,9823.0,1294,1091.0,1660.0
2014-01-01,,12034.0,1719,1445.0,2258.0
2014-02-01,1.0,10881.0,1639,1376.0,2027.0
2014-03-01,8.0,11137.0,1211,1402.0,2442.0
2014-04-01,1.0,10704.0,1729,1440.0,2450.0
2014-05-01,21.0,7936.0,1865,1367.0,2580.0
2014-06-01,17.0,7153.0,2469,1492.0,2644.0
2014-07-01,29.0,7719.0,2555,1687.0,3180.0
2014-08-01,33.0,7557.0,2621,1575.0,3025.0
2014-09-01,27.0,8096.0,3069,1592.0,2932.0
2014-10-01,17.0,9312.0,3424,1541.0,3138.0
2014-11-01,10.0,5402.0,2621,1385.0,2620.0
2014-12-01,15.0,13892.0,2208,1274.0,2831.0
2015-01-01,10.0,21934.0,2714,1696.0,3445.0
2015-02-01,14.0,22372.0,2495,1643.0,3202.0
2015-03-01,24.0,24749.0,1609,1768.0,3672.0
2015-04-01,40.0,22051.0,2271,1862.0,3918.0
2015-05-01,39.0,18315.0,2184,1774.0,3579.0
2015-06-01,107.0,17755.0,2131,1839.0,4021.0
2015-07-01,143.0,18184.0,2301,2010.0,4189.0
2015-08-01,139.0,19182.0,2043,2134.0,4223.0
2015-09-01,107.0,22025.0,1914,1960.0,3907.0
2015-10-01,76.0,23453.0,1701,2048.0,4069.0
2015-11-01,631.0,21643.0,1330,1617.0,3507.0
2015-12-01,13241.0,18667.0,1366,1666.0,3718.0
2016-01-01,33822.0,20535.0,1482,1963.0,4267.0
2016-02-01,31885.0,19768.0,1570,2000.0,4427.0
2016-03-01,34218.0,20034.0,1602,2127.0,4478.0
2016-04-01,31755.0,18767.0,1585,2093.0,4005.0
2016-05-01,30229.0,18058.0,1603,2142.0,3910.0
2016-06-01,30704.0,18351.0,1446,2140.0,3922.0
2016-07-01,27034.0,18074.0,1485,2075.0,3698.0
2016-08-01,29117.0,19560.0,1495,2195.0,4232.0
2016-09-01,28419.0,18393.0,1268,1986.0,3854.0
2016-10-01,28019.0,14772.0,1255,2003.0,3703.0
2016-11-01,25393.0,11357.0,1188,1750.0,3557.0
2016-12-01,25839.0,10636.0,1515,1718.0,3400.0
2017-01-01,34360.0,12549.0,2173,2219.0,4270.0
2017-02-01,30196.0,12231.0,1811,2027.0,3766.0
2017-03-01,38966.0,13142.0,2180,2262.0,4159.0
2017-04-01,33783.0,11200.0,2047,2122.0,3357.0
2017-05-01,34679.0,13129.0,2220,2231.0,3789.0
2017-06-01,30831.0,11949.0,2191,2250.0,3643.0
2017-07-01,28903.0,10503.0,2164,2190.0,3375.0
2017-08-01,30731.0,11309.0,2191,2357.0,3973.0
2017-09-01,21195.0,10509.0,1881,2196.0,3349.0
2017-10-01,26745.0,13083.0,1826,2300.0,3808.0
2017-11-01,25254.0,11526.0,1758,2059.0,3340.0
2017-12-01,24275.0,8074.0,1646,1864.0,2918.0
2018-01-01,28846.0,9421.0,2040,2452.0,3999.0
2018-02-01,28663.0,9104.0,1850,2178.0,3662.0
2018-03-01,31726.0,11503.0,1900,2577.0,3808.0
2018-04-01,30253.0,13161.0,1843,2408.0,3859.0
2018-05-01,29205.0,14402.0,1923,2465.0,3801.0
2018-06-01,29327.0,15140.0,1630,2287.0,3871.0
2018-07-01,27285.0,16562.0,1673,2425.0,3737.0
2018-08-01,28086.0,18715.0,1792,2621.0,4022.0
2018-09-01,26552.0,17874.0,1490,2205.0,3349.0
2018-10-01,29966.0,22586.0,1294,2327.0,3868.0
2018-11-01,28541.0,22359.0,1092,2047.0,3610.0
2018-12-01,27817.0,21322.0,1093,1955.0,3299.0
2019-01-01,32757.0,28007.0,1271,2466.0,4779.0
2019-02-01,32947.0,25495.0,1070,2261.0,4100.0
2019-03-01,48206.0,23365.0,1301,2475.0,4359.0
2019-04-01,40323.0,25645.0,1277,2428.0,4237.0
2019-05-01,39447.0,24547.0,1306,2402.0,3796.0
2019-06-01,32886.0,22744.0,1314,2336.0,3505.0
2019-07-01,28591.0,24583.0,1424,2260.0,3740.0
2019-08-01,33326.0,25154.0,1284,2304.0,3695.0
2019-09-01,30588.0,23013.0,1395,2141.0,3557.0
2019-10-01,34672.0,21299.0,1368,2116.0,4093.0
2019-11-01,36284.0,19488.0,1109,1882.0,3459.0
2019-12-01,30072.0,11114.0,979,1799.0,2573.0
2020-01-01,38343.0,7578.0,1066,2031.0,3816.0
2020-02-01,36076.0,21109.0,1080,1850.0,3693.0
2020-03-01,29478.0,17770.0,820,1498.0,2586.0
2020-04-01,22623.0,12317.0,503,839.0,1579.0
2020-05-01,30688.0,10801.0,662,1106.0,2235.0
2020-06-01,33864.0,12004.0,764,1398.0,2985.0
2020-07-01,34467.0,12520.0,855,1619.0,3651.0
2020-08-01,33159.0,10760.0,909,1621.0,3441.0
2020-09-01,17290.0,11994.0,874,1647.0,3673.0
2020-10-01,30144.0,12892.0,994,1628.0,3843.0
2020-11-01,27118.0,6419.0,808,1297.0,3353.0
2020-12-01,31871.0,7131.0,989,1484.0,4674.0
2021-01-01,35820.0,7590.0,1040,1402.0,5621.0
2021-02-01,36270.0,7519.0,981,1388.0,5071.0
2021-03-01,39820.0,9210.0,1192,1604.0,7408.0
2021-04-01,40994.0,8735.0,1079,1452.0,6190.0
2021-05-01,34848.0,8052.0,981,1399.0,6092.0
2021-06-01,35640.0,8043.0,962,1417.0,5950.0
2021-07-01,35001.0,7713.0,891,1499.0,5732.0
