Platform,Recent,WebPhyNum,HasRvwNum,HasRctNum,HasRctPst5Num,T,T_recentscore,T_profilescore,T_recentrvw/allrvw,D,D_recentscore,D_profilescore,D_recentrvw/allrvw,M,M_recentscore,M_profilescore,M_recentrvw/allrvw,I,I_recentscore,I_profilescore,I_recentrvw/allrvw
healthgrades,Rct1Y (2020-08-01),213129,189001,86527,48984,48984 (100.00%),4.07 (1.45),4.04 (0.75),259806/1139634 (22.80%),11542 (23.56%),1.79 (1.01),3.65 (0.75),21451/179720 (11.94%),19706 (40.23%),4.65 (0.69),4.52 (0.62),189293/711504 (26.60%),17736 (36.21%),4.91 (0.33),3.77 (0.59),49062/248410 (19.75%)
vitals,Rct1Y (2020-08-01),231569,230079,37074,35851,35851 (100.00%),3.58 (1.81),3.99 (0.69),97445/1233017 (7.90%),13188 (36.79%),1.32 (0.72),3.64 (0.67),16837/388609 (4.33%),8575 (23.92%),4.76 (0.63),4.58 (0.56),54814/417340 (13.13%),14088 (39.30%),4.97 (0.19),3.94 (0.51),25794/427068 (6.04%)
ratemds,Rct1Y (2020-08-01),47881,33461,4264,2835,2835 (100.00%),3.57 (1.60),3.76 (0.88),8375/70492 (11.88%),1000 (35.27%),1.70 (0.76),3.35 (0.75),1326/19515 (6.79%),974 (34.36%),4.38 (1.01),4.28 (0.92),5498/33715 (16.31%),861 (30.37%),4.83 (0.40),3.66 (0.63),1551/17262 (8.99%)
yelp,Rct1Y (2020-08-01),20243,16234,6818,5165,5165 (100.00%),3.50 (1.60),3.67 (0.92),14671/141692 (10.35%),2001 (38.74%),1.85 (1.02),3.38 (0.88),4920/51454 (9.56%),1106 (21.41%),4.06 (1.06),4.09 (1.05),5507/41192 (13.37%),2058 (39.85%),4.79 (0.55),3.72 (0.76),4244/49046 (8.65%)
zocdoc,Rct1Y (2020-08-01),49781,13687,5111,3870,3870 (100.00%),4.78 (0.52),4.74 (0.22),40842/189422 (21.56%),238 (6.15%),3.20 (1.05),4.56 (0.31),989/8995 (10.99%),3475 (89.79%),4.88 (0.22),4.78 (0.17),39213/175088 (22.40%),157 (4.06%),4.97 (0.12),4.26 (0.27),640/5339 (11.99%)
all,Rct1Y (2020-08-01),240531,240531,107056,106194,106194 (100.00%),3.89 (1.55),3.96 (0.69),457135/4340284 (10.53%),30720 (28.93%),1.71 (0.94),3.67 (0.67),59905/1101818 (5.44%),31908 (30.05%),4.58 (0.74),4.42 (0.63),257649/1686037 (15.28%),43566 (41.02%),4.93 (0.29),3.83 (0.58),139581/1552429 (8.99%)
all(zocdoc),Rct1Y (2020-08-01),240531,240531,109202,108372,108372 (100.00%),3.93 (1.53),3.98 (0.69),508045/4691988 (10.83%),30205 (27.87%),1.73 (0.95),3.70 (0.67),59702/1121068 (5.33%),33702 (31.10%),4.59 (0.72),4.43 (0.61),285368/1869299 (15.27%),44465 (41.03%),4.92 (0.28),3.83 (0.58),162975/1701621 (9.58%)
