Platform,Recent,WebPhyNum,HasRvwNum,HasRctNum,HasRctPst5Num,T,T_recentscore,T_profilescore,T_recentrvw/allrvw,D,D_recentscore,D_profilescore,D_recentrvw/allrvw,M,M_recentscore,M_profilescore,M_recentrvw/allrvw,I,I_recentscore,I_profilescore,I_recentrvw/allrvw
healthgrades,Rct3Y (2018-08-01),213129,189001,152782,42883,42883 (100.00%),4.05 (1.17),3.98 (0.76),519926/1026640 (50.64%),8375 (19.53%),2.31 (1.02),3.66 (0.73),32254/112725 (28.61%),22357 (52.13%),4.35 (0.80),4.27 (0.73),416149/740602 (56.19%),12151 (28.34%),4.70 (0.53),3.67 (0.63),71523/173313 (41.27%)
vitals,Rct3Y (2018-08-01),231569,230079,152355,143935,143935 (100.00%),3.70 (1.52),3.99 (0.63),569513/3798255 (14.99%),51822 (36.00%),1.95 (0.98),3.75 (0.61),139234/1309127 (10.64%),42731 (29.69%),4.41 (0.79),4.30 (0.67),308425/1348620 (22.87%),49382 (34.31%),4.92 (0.31),3.98 (0.50),121854/1140508 (10.68%)
ratemds,Rct3Y (2018-08-01),47881,33461,10541,6050,6050 (100.00%),3.57 (1.50),3.70 (0.83),25003/123258 (20.29%),2064 (34.12%),1.86 (0.82),3.38 (0.72),3724/33822 (11.01%),2011 (33.24%),4.16 (1.04),4.09 (0.95),17051/56644 (30.10%),1975 (32.64%),4.75 (0.49),3.65 (0.64),4228/32792 (12.89%)
yelp,Rct3Y (2018-08-01),20243,16234,12463,6789,6789 (100.00%),3.57 (1.27),3.64 (0.89),48172/171628 (28.07%),1969 (29.00%),2.30 (1.03),3.46 (0.83),9262/41696 (22.21%),2884 (42.48%),3.77 (0.96),3.80 (0.96),31244/93340 (33.47%),1936 (28.52%),4.56 (0.71),3.59 (0.81),7666/36592 (20.95%)
zocdoc,Rct3Y (2018-08-01),49781,13687,8041,5245,5245 (100.00%),4.77 (0.46),4.73 (0.24),92428/248349 (37.22%),238 (4.54%),3.27 (0.99),4.51 (0.34),1193/7531 (15.84%),4846 (92.39%),4.84 (0.24),4.76 (0.20),90299/235910 (38.28%),161 (3.07%),4.92 (0.19),4.23 (0.28),936/4908 (19.07%)
all,Rct3Y (2018-08-01),240531,240531,202343,195397,195397 (100.00%),3.86 (1.29),3.95 (0.69),1597102/6563940 (24.33%),55747 (28.53%),2.25 (0.97),3.74 (0.64),238999/1586708 (15.06%),80441 (41.17%),4.28 (0.80),4.20 (0.68),1006684/3280208 (30.69%),59209 (30.30%),4.81 (0.43),3.80 (0.63),351419/1697024 (20.71%)
all(zocdoc),Rct3Y (2018-08-01),240531,240531,202972,196248,196248 (100.00%),3.89 (1.28),3.96 (0.68),1726673/6934717 (24.90%),54537 (27.79%),2.27 (0.97),3.75 (0.64),236576/1586880 (14.91%),82204 (41.89%),4.31 (0.78),4.22 (0.67),1089985/3521080 (30.96%),59507 (30.32%),4.81 (0.43),3.80 (0.63),400112/1826757 (21.90%)
