Platform,Recent,WebPhyNum,HasRvwNum,HasRctNum,HasRctPst5Num,T,T_recentscore,T_profilescore,T_recentrvw/allrvw,D,D_recentscore,D_profilescore,D_recentrvw/allrvw,M,M_recentscore,M_profilescore,M_recentrvw/allrvw,I,I_recentscore,I_profilescore,I_recentrvw/allrvw
healthgrades,Rct3Y (2018-08-01),719717,333990,246960,44972,44972 (100.00%),4.04 (1.19),3.97 (0.77),523939/1042386 (50.26%),8945 (19.89%),2.29 (1.02),3.66 (0.73),33332/117041 (28.48%),23014 (51.17%),4.35 (0.81),4.26 (0.74),417584/745680 (56.00%),13013 (28.94%),4.71 (0.52),3.67 (0.63),73023/179665 (40.64%)
vitals,Rct3Y (2018-08-01),720293,497593,225992,160518,160518 (100.00%),3.70 (1.55),3.99 (0.65),591030/3918787 (15.08%),57224 (35.65%),1.90 (0.98),3.73 (0.62),146453/1348560 (10.86%),47154 (29.38%),4.43 (0.79),4.33 (0.68),314509/1380988 (22.77%),56140 (34.97%),4.92 (0.30),3.97 (0.51),130068/1189239 (10.94%)
ratemds,Rct3Y (2018-08-01),152678,50377,12623,6156,6156 (100.00%),3.56 (1.50),3.70 (0.84),25125/124007 (20.26%),2106 (34.21%),1.86 (0.82),3.38 (0.72),3771/34118 (11.05%),2039 (33.12%),4.15 (1.05),4.08 (0.96),17084/56835 (30.06%),2011 (32.67%),4.75 (0.49),3.65 (0.64),4270/33054 (12.92%)
yelp,Rct3Y (2018-08-01),30902,19532,14144,6886,6886 (100.00%),3.57 (1.27),3.64 (0.89),48340/172361 (28.05%),2003 (29.09%),2.29 (1.03),3.46 (0.83),9316/41954 (22.21%),2904 (42.17%),3.78 (0.96),3.81 (0.96),31292/93499 (33.47%),1979 (28.74%),4.57 (0.71),3.59 (0.81),7732/36908 (20.95%)
zocdoc,Rct3Y (2018-08-01),160694,22042,13697,7399,7399 (100.00%),4.78 (0.46),4.73 (0.24),124757/328065 (38.03%),331 (4.47%),3.25 (0.99),4.50 (0.36),1590/10040 (15.84%),6838 (92.42%),4.85 (0.24),4.76 (0.20),121928/311358 (39.16%),230 (3.11%),4.93 (0.18),4.23 (0.28),1239/6667 (18.58%)
all,Rct3Y (2018-08-01),887354,587562,353574,229710,229710 (100.00%),3.86 (1.35),3.93 (0.73),1650315/6826904 (24.17%),65658 (28.58%),2.16 (0.99),3.70 (0.68),254875/1663167 (15.32%),90647 (39.46%),4.31 (0.82),4.22 (0.71),1023793/3358900 (30.48%),73405 (31.96%),4.83 (0.43),3.76 (0.68),371647/1804837 (20.59%)
all(zocdoc),Rct3Y (2018-08-01),887354,589250,356800,233361,233361 (100.00%),3.90 (1.33),3.94 (0.73),1823413/7313151 (24.93%),64579 (27.67%),2.17 (0.99),3.72 (0.68),253218/1670969 (15.15%),93812 (40.20%),4.34 (0.81),4.24 (0.70),1127694/3653765 (30.86%),74970 (32.13%),4.83 (0.42),3.76 (0.68),442501/1988417 (22.25%)
