Platform,Recent,WebPhyNum,HasRvwNum,HasRctNum,HasRctPst5Num,T,T_recentscore,T_pastscore,T_recentrvw/allrvw,D,D_recentscore,D_pastscore,D_recentrvw/allrvw,M,M_recentscore,M_pastscore,M_recentrvw/allrvw,I,I_recentscore,I_pastscore,I_recentrvw/allrvw
healthgrades,Rct3Y (2018-08-01),213129,189001,152782,42883,42883 (100.00%),4.05 (1.17),3.95 (0.99),519926/1026640 (50.64%),9850 (22.97%),2.61 (1.13),4.09 (0.85),45421/143673 (31.61%),18589 (43.35%),4.42 (0.84),4.39 (0.83),338032/632010 (53.49%),14444 (33.68%),4.56 (0.68),3.28 (0.89),136473/250957 (54.38%)
vitals,Rct3Y (2018-08-01),231569,230079,152355,143935,143935 (100.00%),3.70 (1.52),4.02 (0.63),569513/3798255 (14.99%),53600 (37.24%),2.00 (1.01),3.99 (0.61),151833/1347245 (11.27%),37321 (25.93%),4.44 (0.77),4.32 (0.64),209521/1176029 (17.82%),53014 (36.83%),4.90 (0.34),3.85 (0.57),208159/1274981 (16.33%)
ratemds,Rct3Y (2018-08-01),47881,33461,10541,6050,6050 (100.00%),3.57 (1.50),3.77 (0.84),25003/123258 (20.29%),2204 (36.43%),1.93 (0.87),3.65 (0.77),4245/36217 (11.72%),1828 (30.21%),4.24 (1.01),4.18 (0.92),14333/51580 (27.79%),2018 (33.36%),4.74 (0.49),3.52 (0.69),6425/35461 (18.12%)
yelp,Rct3Y (2018-08-01),20243,16234,12463,6789,6789 (100.00%),3.57 (1.27),3.66 (0.94),48172/171628 (28.07%),2232 (32.88%),2.44 (1.06),3.82 (0.84),12988/49904 (26.03%),2585 (38.08%),3.87 (1.00),3.86 (0.96),25725/83791 (30.70%),1972 (29.05%),4.46 (0.77),3.22 (0.88),9459/37933 (24.94%)
zocdoc,Rct3Y (2018-08-01),49781,13687,8041,5245,5245 (100.00%),4.77 (0.46),4.79 (0.27),92428/248349 (37.22%),377 (7.19%),3.62 (0.92),4.73 (0.33),3140/12229 (25.68%),4603 (87.76%),4.86 (0.22),4.83 (0.20),86326/228031 (37.86%),265 (5.05%),4.88 (0.21),4.16 (0.34),2962/8089 (36.62%)
all,Rct3Y (2018-08-01),240531,240531,202343,195397,195397 (100.00%),3.86 (1.29),4.02 (0.65),1597102/6563940 (24.33%),63311 (32.40%),2.37 (1.00),4.01 (0.61),296003/1849210 (16.01%),66966 (34.27%),4.34 (0.75),4.26 (0.64),786162/2789996 (28.18%),65120 (33.33%),4.83 (0.41),3.80 (0.60),514937/1924734 (26.75%)
all(zocdoc),Rct3Y (2018-08-01),240531,240531,202972,196248,196248 (100.00%),3.89 (1.28),4.04 (0.64),1726673/6934717 (24.90%),62002 (31.59%),2.39 (1.00),4.02 (0.61),295335/1858292 (15.89%),69416 (35.37%),4.36 (0.73),4.28 (0.63),892580/3101454 (28.78%),64830 (33.03%),4.83 (0.40),3.81 (0.59),538758/1974971 (27.28%)
