Platform,Recent,WebPhyNum,HasRvwNum,HasRctNum,HasRctPst1Num,T,T_recentscore,T_pastscore,T_recentrvw/allrvw,D,D_recentscore,D_pastscore,D_recentrvw/allrvw,M,M_recentscore,M_pastscore,M_recentrvw/allrvw,I,I_recentscore,I_pastscore,I_recentrvw/allrvw
healthgrades,Rct3Y (2018-08-01),117307,113409,101377,92065,92065 (100.00%),4.01 (1.24),3.88 (1.21),839266/1462634 (57.38%),23313 (25.32%),2.64 (1.16),4.29 (0.88),94634/224618 (42.13%),37554 (40.79%),4.45 (0.95),4.45 (0.95),486379/822887 (59.11%),31198 (33.89%),4.49 (0.75),2.88 (1.08),258253/415129 (62.21%)
vitals,Rct3Y (2018-08-01),116091,112558,85344,80968,80968 (100.00%),3.64 (1.50),3.84 (1.05),373311/1165232 (32.04%),28740 (35.50%),2.09 (1.09),3.99 (0.88),87702/357170 (24.55%),25853 (31.93%),4.35 (1.03),4.31 (1.00),167476/466509 (35.90%),26375 (32.57%),4.65 (0.68),3.22 (0.96),118133/341553 (34.59%)
ratemds,Rct3Y (2018-08-01),29159,24283,9337,8647,8647 (100.00%),3.57 (1.51),3.76 (0.97),31957/135281 (23.62%),3135 (36.26%),1.95 (0.90),3.74 (0.84),5837/39788 (14.67%),2682 (31.02%),4.27 (1.06),4.22 (1.00),17344/56662 (30.61%),2830 (32.73%),4.70 (0.59),3.34 (0.87),8776/38831 (22.60%)
yelp,Rct3Y (2018-08-01),15926,13964,11293,10040,10040 (100.00%),3.50 (1.38),3.59 (1.18),57305/187830 (30.51%),3415 (34.01%),2.36 (1.11),3.97 (0.91),16421/55962 (29.34%),3591 (35.77%),3.83 (1.22),3.83 (1.20),28540/88677 (32.18%),3034 (30.22%),4.39 (0.86),2.87 (1.09),12344/43191 (28.58%)
zocdoc,Rct3Y (2018-08-01),28055,8684,5092,3885,3885 (100.00%),4.75 (0.51),4.78 (0.36),50958/133016 (38.31%),345 (8.88%),3.61 (0.96),4.77 (0.31),2876/9081 (31.67%),3288 (84.63%),4.86 (0.23),4.85 (0.22),45967/118394 (38.83%),252 (6.49%),4.89 (0.22),3.98 (0.72),2115/5541 (38.17%)
all,Rct3Y (2018-08-01),125030,125030,117861,115467,115467 (100.00%),3.88 (1.18),3.88 (0.91),1373475/3288946 (41.76%),32462 (28.11%),2.60 (1.03),4.01 (0.79),196577/702502 (27.98%),46237 (40.04%),4.25 (0.88),4.22 (0.84),750310/1672056 (44.87%),36768 (31.84%),4.56 (0.64),3.33 (0.84),426588/914388 (46.65%)
all(zocdoc),Rct3Y (2018-08-01),125030,125030,117990,115659,115659 (100.00%),3.91 (1.17),3.91 (0.90),1436230/3473653 (41.35%),32032 (27.70%),2.62 (1.03),4.03 (0.78),199804/726146 (27.52%),47371 (40.96%),4.28 (0.85),4.24 (0.82),804871/1818784 (44.25%),36256 (31.35%),4.57 (0.64),3.35 (0.83),431555/928723 (46.47%)
