Platform,Recent,WebPhyNum,HasRvwNum,HasRctNum,HasRctPst1Num,T,T_recentscore,T_pastscore,T_recentrvw/allrvw,D,D_recentscore,D_pastscore,D_recentrvw/allrvw,M,M_recentscore,M_pastscore,M_recentrvw/allrvw,I,I_recentscore,I_pastscore,I_recentrvw/allrvw
healthgrades,Rct3Y (2018-08-01),118763,112484,97069,87009,87009 (100.00%),4.02 (1.25),3.90 (1.22),797466/1381623 (57.72%),21835 (25.10%),2.60 (1.16),4.31 (0.88),84727/203672 (41.60%),36190 (41.59%),4.49 (0.94),4.48 (0.94),469630/792206 (59.28%),28984 (33.31%),4.51 (0.75),2.86 (1.08),243109/385745 (63.02%)
vitals,Rct3Y (2018-08-01),126388,125801,95977,95303,95303 (100.00%),3.71 (1.46),4.04 (0.61),500212/3223420 (15.52%),35693 (37.45%),2.12 (1.00),4.00 (0.57),119066/1131560 (10.52%),26468 (27.77%),4.40 (0.75),4.29 (0.62),197903/1049596 (18.86%),33142 (34.78%),4.88 (0.34),3.87 (0.56),183243/1042264 (17.58%)
ratemds,Rct3Y (2018-08-01),28044,22492,8552,7949,7949 (100.00%),3.58 (1.51),3.75 (0.97),30664/130584 (23.48%),2842 (35.75%),1.95 (0.90),3.73 (0.85),5355/37723 (14.20%),2475 (31.14%),4.25 (1.08),4.21 (1.02),16799/54783 (30.66%),2632 (33.11%),4.70 (0.59),3.34 (0.86),8510/38078 (22.35%)
yelp,Rct3Y (2018-08-01),14481,12445,10076,8953,8953 (100.00%),3.50 (1.36),3.58 (1.17),54032/177930 (30.37%),3023 (33.77%),2.38 (1.11),3.97 (0.91),15195/52366 (29.02%),3256 (36.37%),3.82 (1.20),3.82 (1.18),27442/85626 (32.05%),2674 (29.87%),4.38 (0.86),2.86 (1.09),11395/39938 (28.53%)
zocdoc,Rct3Y (2018-08-01),28286,9159,5437,4144,4144 (100.00%),4.77 (0.45),4.79 (0.30),73725/188869 (39.03%),312 (7.53%),3.67 (0.89),4.74 (0.35),2847/9579 (29.72%),3591 (86.66%),4.86 (0.22),4.84 (0.21),68357/173078 (39.49%),241 (5.82%),4.87 (0.22),4.09 (0.53),2521/6212 (40.58%)
all,Rct3Y (2018-08-01),130472,130472,119874,119043,119043 (100.00%),3.90 (1.20),4.04 (0.62),1443972/5537090 (26.08%),37127 (31.19%),2.51 (0.94),4.00 (0.57),222164/1480652 (15.00%),46033 (38.67%),4.31 (0.71),4.24 (0.61),756550/2521022 (30.01%),35883 (30.14%),4.80 (0.40),3.82 (0.58),465258/1535416 (30.30%)
all(zocdoc),Rct3Y (2018-08-01),130472,130472,120108,119298,119298 (100.00%),3.93 (1.18),4.06 (0.61),1534026/5800205 (26.45%),36178 (30.33%),2.53 (0.94),4.01 (0.57),220583/1477882 (14.93%),47415 (39.75%),4.34 (0.69),4.26 (0.60),833908/2752622 (30.30%),35705 (29.93%),4.80 (0.39),3.83 (0.58),479535/1569701 (30.55%)
